key,image_id,url,description,weight,predicted_weight,absolute_error
p96w4a,ea5f58cc-2c17-4ecc-ad47-54141658e911,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ea5f58cc-2c17-4ecc-ad47-54141658e911,beurre,3.0,5,2.0
p96w4a,ea5f58cc-2c17-4ecc-ad47-54141658e911,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ea5f58cc-2c17-4ecc-ad47-54141658e911,jambon,21.0,25,4.0
p96w4a,ea5f58cc-2c17-4ecc-ad47-54141658e911,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ea5f58cc-2c17-4ecc-ad47-54141658e911,oignon,1.0,5,4.0
p96w4a,ea5f58cc-2c17-4ecc-ad47-54141658e911,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ea5f58cc-2c17-4ecc-ad47-54141658e911,crème balsamique,2.0,5,3.0
p96w4a,ea5f58cc-2c17-4ecc-ad47-54141658e911,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ea5f58cc-2c17-4ecc-ad47-54141658e911,radis,19.0,30,11.0
p96w4a,ea5f58cc-2c17-4ecc-ad47-54141658e911,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ea5f58cc-2c17-4ecc-ad47-54141658e911,salami,15.0,25,10.0
p96w4a,a26138b3-0c2b-48bc-9acc-0ccd40fee0a8,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/a26138b3-0c2b-48bc-9acc-0ccd40fee0a8,glace chocolat,82.0,120,38.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,riz,101.0,120,19.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,tomate cerise,43.0,40,3.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,pêche,27.0,30,3.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,maïs,23.0,40,17.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,asperges,23.0,30,7.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,thon,42.0,40,2.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,haricot rouge,36.0,40,4.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,oeuf,29.0,50,21.0
p96w4a,4e021399-8a90-44fe-b06c-0955cd2280f7,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,sauce à salade,12.0,15,3.0
p96w4a,9b23d53a-b849-4369-850d-6ed12264576c,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9b23d53a-b849-4369-850d-6ed12264576c,tzatziki,80.0,80,0.0
p96w4a,9b23d53a-b849-4369-850d-6ed12264576c,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9b23d53a-b849-4369-850d-6ed12264576c,pain libanais,14.0,50,36.0
p96w4a,4779863e-2d2c-45b2-a564-73da174fa019,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4779863e-2d2c-45b2-a564-73da174fa019,boule de glace vanille,55.0,50,5.0
p96w4a,4779863e-2d2c-45b2-a564-73da174fa019,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4779863e-2d2c-45b2-a564-73da174fa019,chocolat chaud,13.0,20,7.0
p96w4a,4779863e-2d2c-45b2-a564-73da174fa019,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4779863e-2d2c-45b2-a564-73da174fa019,compote fraise rhubarbe maison,,90,
p96w4a,3c13eceb-1265-424c-ae03-e7183d9bb369,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/3c13eceb-1265-424c-ae03-e7183d9bb369,café au lait,292.0,250,42.0
p96w4a,3c13eceb-1265-424c-ae03-e7183d9bb369,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/3c13eceb-1265-424c-ae03-e7183d9bb369,cacao,2.0,10,8.0
p96w4a,1205e577-5f14-45a2-9590-646d80ba6107,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1205e577-5f14-45a2-9590-646d80ba6107,pain,38.0,40,2.0
p96w4a,1205e577-5f14-45a2-9590-646d80ba6107,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1205e577-5f14-45a2-9590-646d80ba6107,beurre,3.0,5,2.0
p96w4a,1205e577-5f14-45a2-9590-646d80ba6107,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1205e577-5f14-45a2-9590-646d80ba6107,pâte à tartiner,5.0,15,10.0
p96w4a,1ed228d5-9f6d-4f31-9dc4-c73840ebe0fe,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1ed228d5-9f6d-4f31-9dc4-c73840ebe0fe,pain,31.0,40,9.0
p96w4a,1ed228d5-9f6d-4f31-9dc4-c73840ebe0fe,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1ed228d5-9f6d-4f31-9dc4-c73840ebe0fe,beurre,5.0,5,0.0
p96w4a,1ed228d5-9f6d-4f31-9dc4-c73840ebe0fe,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1ed228d5-9f6d-4f31-9dc4-c73840ebe0fe,confiture fraise,5.0,12,7.0
p96w4a,0cd8772f-8d7a-427d-b11c-ff2bc6b5b13f,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0cd8772f-8d7a-427d-b11c-ff2bc6b5b13f,pain libanais,32.0,50,18.0
p96w4a,0cd8772f-8d7a-427d-b11c-ff2bc6b5b13f,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0cd8772f-8d7a-427d-b11c-ff2bc6b5b13f,fenouil farci avec sauce tomate,114.0,150,36.0
p96w4a,f9fb0b2d-326a-4067-9f93-d92bd5132f22,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f9fb0b2d-326a-4067-9f93-d92bd5132f22,glace vanille,45.0,120,75.0
p96w4a,f9fb0b2d-326a-4067-9f93-d92bd5132f22,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f9fb0b2d-326a-4067-9f93-d92bd5132f22,sauce chocolat,12.0,20,8.0
p96w4a,e9889d4b-1b57-47fc-bc08-0cc729b4aa8a,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/e9889d4b-1b57-47fc-bc08-0cc729b4aa8a,crêpe au sucre,61.0,120,59.0
p96w4a,e07ed79b-166f-4cad-9e8b-40d0e6d68607,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/e07ed79b-166f-4cad-9e8b-40d0e6d68607,nutella,12.0,15,3.0
p96w4a,e07ed79b-166f-4cad-9e8b-40d0e6d68607,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/e07ed79b-166f-4cad-9e8b-40d0e6d68607,crêpe,59.0,120,61.0
p96w4a,b551541c-3e37-4889-b523-ea688aa26efa,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b551541c-3e37-4889-b523-ea688aa26efa,riz,127.0,150,23.0
p96w4a,b551541c-3e37-4889-b523-ea688aa26efa,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b551541c-3e37-4889-b523-ea688aa26efa,soupe lait de coco avec légumes,232.0,250,18.0
p96w4a,b551541c-3e37-4889-b523-ea688aa26efa,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b551541c-3e37-4889-b523-ea688aa26efa,poulet,65.0,50,15.0
p96w4a,ecd4d183-e014-4ece-985a-4b271ab2bd3c,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ecd4d183-e014-4ece-985a-4b271ab2bd3c,café au lait,303.0,250,53.0
p96w4a,ecd4d183-e014-4ece-985a-4b271ab2bd3c,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ecd4d183-e014-4ece-985a-4b271ab2bd3c,cacao,2.0,5,3.0
p96w4a,32043e73-8b8d-43a6-b1a0-3cf935affee5,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/32043e73-8b8d-43a6-b1a0-3cf935affee5,pain,34.0,60,26.0
p96w4a,32043e73-8b8d-43a6-b1a0-3cf935affee5,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/32043e73-8b8d-43a6-b1a0-3cf935affee5,beurre,3.0,5,2.0
p96w4a,32043e73-8b8d-43a6-b1a0-3cf935affee5,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/32043e73-8b8d-43a6-b1a0-3cf935affee5,mélasse,6.0,5,1.0
p96w4a,32043e73-8b8d-43a6-b1a0-3cf935affee5,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/32043e73-8b8d-43a6-b1a0-3cf935affee5,pain,33.0,60,27.0
p96w4a,32043e73-8b8d-43a6-b1a0-3cf935affee5,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/32043e73-8b8d-43a6-b1a0-3cf935affee5,beurre,3.0,10,7.0
p96w4a,32043e73-8b8d-43a6-b1a0-3cf935affee5,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/32043e73-8b8d-43a6-b1a0-3cf935affee5,pâte à tartiner,4.0,10,6.0
p96w4a,5ebafbd6-315d-44a6-8508-ba143d23adb2,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ebafbd6-315d-44a6-8508-ba143d23adb2,tomate,141.0,90,51.0
p96w4a,5ebafbd6-315d-44a6-8508-ba143d23adb2,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ebafbd6-315d-44a6-8508-ba143d23adb2,mozarella,123.0,80,43.0
p96w4a,5ebafbd6-315d-44a6-8508-ba143d23adb2,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ebafbd6-315d-44a6-8508-ba143d23adb2,huile d'olive,3.0,5,2.0
p96w4a,5ebafbd6-315d-44a6-8508-ba143d23adb2,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ebafbd6-315d-44a6-8508-ba143d23adb2,vinaigre balsamique,4.0,5,1.0
p96w4a,5ebafbd6-315d-44a6-8508-ba143d23adb2,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ebafbd6-315d-44a6-8508-ba143d23adb2,délice tomate mozzarella,54.0,180,126.0
p96w4a,0c62fb92-d949-46f1-904f-3ccd0b8a0454,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0c62fb92-d949-46f1-904f-3ccd0b8a0454,délice tomate mozarella,56.0,50,6.0
p96w4a,ef6c67b3-7e4b-49a8-a169-7ddcb4efc52a,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ef6c67b3-7e4b-49a8-a169-7ddcb4efc52a,café au lait,203.0,250,47.0
p96w4a,ef6c67b3-7e4b-49a8-a169-7ddcb4efc52a,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ef6c67b3-7e4b-49a8-a169-7ddcb4efc52a,cacao,3.0,5,2.0
p96w4a,aafc8508-0ca0-4b06-bec7-fac639d813d6,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/aafc8508-0ca0-4b06-bec7-fac639d813d6,yogourt noisettes,190.0,150,40.0
p96w4a,aafc8508-0ca0-4b06-bec7-fac639d813d6,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/aafc8508-0ca0-4b06-bec7-fac639d813d6,pêche,110.0,80,30.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,salade verte,22.0,50,28.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,radis,8.0,25,17.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,tomate,25.0,40,15.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,oignon,5.0,15,10.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,huile d'olive,2.0,5,3.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,crème balsamique,6.0,5,1.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,pain libanais,41.0,50,9.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,poulet,74.0,90,16.0
p96w4a,0b30b5d8-e33f-4dd8-9031-8ca14d954da4,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0b30b5d8-e33f-4dd8-9031-8ca14d954da4,agneau,15.0,40,25.0
p96w4a,994cf741-27c4-409f-832c-09e367a4e87d,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/994cf741-27c4-409f-832c-09e367a4e87d,compote fraise rhubarbe sans sucre,145.0,250,105.0
ppf8hc,4d9a4b7e-8056-4eb6-b4ed-b84851a08872,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4d9a4b7e-8056-4eb6-b4ed-b84851a08872,pain au céréales,70.0,75,5.0
ppf8hc,4d9a4b7e-8056-4eb6-b4ed-b84851a08872,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4d9a4b7e-8056-4eb6-b4ed-b84851a08872,pâte à tartiner,12.0,25,13.0
ppf8hc,761a04f4-98e1-41ff-869a-420fd56e60db,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/761a04f4-98e1-41ff-869a-420fd56e60db,jus d'orange,161.0,200,39.0
ppf8hc,306a507c-a746-4e6b-bdd5-ef8e5aa4f7dc,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/306a507c-a746-4e6b-bdd5-ef8e5aa4f7dc,thé chaud sans sucre,290.0,250,40.0
ppf8hc,822baa8a-c478-4ea6-9796-c3fca89bfd1f,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/822baa8a-c478-4ea6-9796-c3fca89bfd1f,pomme,162.0,180,18.0
ppf8hc,13ca38ef-bc31-407e-af5e-6d61f4317367,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/13ca38ef-bc31-407e-af5e-6d61f4317367,branches de chocolat au lait,24.0,25,1.0
ppf8hc,3e950079-7a1b-4f10-9f6f-40a4fd6131a7,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/3e950079-7a1b-4f10-9f6f-40a4fd6131a7,gâche aux pépites de chocolat,34.0,45,11.0
ppf8hc,84834690-c588-4017-b4da-163765ca1bfa,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/84834690-c588-4017-b4da-163765ca1bfa,yaourt moka,122.0,150,28.0
ppf8hc,95e84def-c82b-4360-8390-f5153ff61064,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/95e84def-c82b-4360-8390-f5153ff61064,quinoa et boulgour au curry,236.0,120,116.0
ppf8hc,95e84def-c82b-4360-8390-f5153ff61064,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/95e84def-c82b-4360-8390-f5153ff61064,poivrons jaune,150.0,120,30.0
ppf8hc,5075016a-7232-4e6b-aaec-431f15ae7253,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/5075016a-7232-4e6b-aaec-431f15ae7253,lapin au chocolat,23.0,15,8.0
ppf8hc,549b0f0c-b7fd-4990-a4bb-fb9ff34cd681,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/549b0f0c-b7fd-4990-a4bb-fb9ff34cd681,jus d'orange,205.0,200,5.0
ppf8hc,4f23c5e7-ca26-4e58-a794-a97a6934c458,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4f23c5e7-ca26-4e58-a794-a97a6934c458,pain complet,60.0,60,0.0
ppf8hc,4f23c5e7-ca26-4e58-a794-a97a6934c458,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4f23c5e7-ca26-4e58-a794-a97a6934c458,oeuf au plat,84.0,120,36.0
ppf8hc,66b9acee-e336-4260-8e14-75bfd6bd7ead,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/66b9acee-e336-4260-8e14-75bfd6bd7ead,thé,470.0,250,220.0
ppf8hc,e8b225c0-ce21-4bb4-8fe3-bd745d08045b,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/e8b225c0-ce21-4bb4-8fe3-bd745d08045b,compote de pomme,103.0,90,13.0
ppf8hc,476db52e-abae-4857-beed-2ea911c57dc9,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/476db52e-abae-4857-beed-2ea911c57dc9,lasagne aux aubergines,395.0,350,45.0
ppf8hc,efa24582-ec19-4e2a-99d8-93a6c983a4b0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/efa24582-ec19-4e2a-99d8-93a6c983a4b0,lapin en chocolat,20.0,35,15.0
ppf8hc,bf091b2f-9737-468e-bfdc-01f8e30a2b78,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf091b2f-9737-468e-bfdc-01f8e30a2b78,vin blanc,168.0,150,18.0
ppf8hc,fdf2a825-e408-4c46-940a-434ebc896dc8,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fdf2a825-e408-4c46-940a-434ebc896dc8,tomate cerise,37.0,60,23.0
ppf8hc,fdf2a825-e408-4c46-940a-434ebc896dc8,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fdf2a825-e408-4c46-940a-434ebc896dc8,galette fajitas,30.0,50,20.0
ppf8hc,fdf2a825-e408-4c46-940a-434ebc896dc8,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fdf2a825-e408-4c46-940a-434ebc896dc8,farce au thon fromage blanc,26.0,50,24.0
ppf8hc,682caea3-1b0d-48ee-93ff-6b2f98a59b98,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/682caea3-1b0d-48ee-93ff-6b2f98a59b98,flûte au sésame,10.0,12,2.0
ppf8hc,0c66b416-dae3-4f23-a990-96249bf4a741,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/0c66b416-dae3-4f23-a990-96249bf4a741,croque monsieur,82.0,120,38.0
ppf8hc,39735aa7-25e8-4fa6-8b04-baa236c06a84,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/39735aa7-25e8-4fa6-8b04-baa236c06a84,salade verte,37.0,50,13.0
ppf8hc,39735aa7-25e8-4fa6-8b04-baa236c06a84,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/39735aa7-25e8-4fa6-8b04-baa236c06a84,vinaigrette,13.0,15,2.0
ppf8hc,a3b26b4e-b29e-4a11-b7ed-d80baf19b164,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a3b26b4e-b29e-4a11-b7ed-d80baf19b164,cake au chocolat,37.0,75,38.0
ppf8hc,586e0d02-4ce2-4d7f-8ebb-a46598eb749c,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/586e0d02-4ce2-4d7f-8ebb-a46598eb749c,carotte,182.0,120,62.0
ppf8hc,586e0d02-4ce2-4d7f-8ebb-a46598eb749c,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/586e0d02-4ce2-4d7f-8ebb-a46598eb749c,mélange quinoa boulgour,121.0,120,1.0
ppf8hc,413d9ff0-8c7a-4a01-b4d9-b0af9b7e4e02,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/413d9ff0-8c7a-4a01-b4d9-b0af9b7e4e02,cake au chocolat,40.0,45,5.0
ppf8hc,8551517c-a8fb-4fec-864e-92e0e6190a4b,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/8551517c-a8fb-4fec-864e-92e0e6190a4b,spaghetti,151.0,180,29.0
ppf8hc,b3367551-bdba-49c7-bdbb-d616a8ab8b2c,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/b3367551-bdba-49c7-bdbb-d616a8ab8b2c,jus d'orange,211.0,200,11.0
ppf8hc,b3367551-bdba-49c7-bdbb-d616a8ab8b2c,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/b3367551-bdba-49c7-bdbb-d616a8ab8b2c,pain,82.0,0,82.0
ppf8hc,b3367551-bdba-49c7-bdbb-d616a8ab8b2c,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/b3367551-bdba-49c7-bdbb-d616a8ab8b2c,pâte à tartiner au chocolat,20.0,0,20.0
ppf8hc,a3b29f98-c619-45f6-b68a-d8489eb14614,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a3b29f98-c619-45f6-b68a-d8489eb14614,pain,41.0,60,19.0
ppf8hc,d4aceb15-3560-481e-844e-2f4c55b2ac02,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/d4aceb15-3560-481e-844e-2f4c55b2ac02,pomme,145.0,180,35.0
ppf8hc,edf26042-41ab-4c7d-b4da-18cb0454f49f,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/edf26042-41ab-4c7d-b4da-18cb0454f49f,chocolat au lait,20.0,25,5.0
ppf8hc,408c6404-8e44-4937-b197-324c0543480e,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/408c6404-8e44-4937-b197-324c0543480e,cracotte craquinette fraise,33.0,30,3.0
ppf8hc,0e957dbb-5b7d-447c-a288-856a577f6b89,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/0e957dbb-5b7d-447c-a288-856a577f6b89,salade de tomate,126.0,120,6.0
ppf8hc,0e957dbb-5b7d-447c-a288-856a577f6b89,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/0e957dbb-5b7d-447c-a288-856a577f6b89,basilic,1.0,2,1.0
ppf8hc,ff685db2-7bab-4f77-b596-fb10a8287f84,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ff685db2-7bab-4f77-b596-fb10a8287f84,quiche lorraine,161.0,150,11.0
ppf8hc,8cef0fdf-b65b-4c28-8122-e30d10f57190,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/8cef0fdf-b65b-4c28-8122-e30d10f57190,pomme,176.0,180,4.0
ppf8hc,76ceb612-b05c-49b8-bfb9-064eac488fd3,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/76ceb612-b05c-49b8-bfb9-064eac488fd3,chocolat noir,10.0,8,2.0
ppf8hc,f1bf70fa-8661-4cd9-a955-6f547aabe41b,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/f1bf70fa-8661-4cd9-a955-6f547aabe41b,noix de cajou,21.0,30,9.0
ppf8hc,bf22a1b3-a8b6-4823-a44b-0893c3097763,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf22a1b3-a8b6-4823-a44b-0893c3097763,pates,257.0,180,77.0
ppf8hc,bf22a1b3-a8b6-4823-a44b-0893c3097763,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf22a1b3-a8b6-4823-a44b-0893c3097763,boulettes au légumes à la sauce tomate,316.0,150,166.0
ppf8hc,bf22a1b3-a8b6-4823-a44b-0893c3097763,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf22a1b3-a8b6-4823-a44b-0893c3097763,gruyère,27.0,25,2.0
ppf8hc,a240c2fe-3f03-48ac-b042-ee673b3425b0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a240c2fe-3f03-48ac-b042-ee673b3425b0,carottes cuites,210.0,80,130.0
ppf8hc,a240c2fe-3f03-48ac-b042-ee673b3425b0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a240c2fe-3f03-48ac-b042-ee673b3425b0,filet de poulet pané,135.0,120,15.0
ppf8hc,a240c2fe-3f03-48ac-b042-ee673b3425b0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a240c2fe-3f03-48ac-b042-ee673b3425b0,riz basmati,116.0,120,4.0
ppf8hc,23166ad4-f303-46da-ab59-6d3b8943e904,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/23166ad4-f303-46da-ab59-6d3b8943e904,pain au céréales,94.0,80,14.0
ppf8hc,23166ad4-f303-46da-ab59-6d3b8943e904,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/23166ad4-f303-46da-ab59-6d3b8943e904,pâte à tartiner au chocolat,19.0,25,6.0
ppf8hc,a222aeaa-beec-4643-98b3-7c4d8b7b48b0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a222aeaa-beec-4643-98b3-7c4d8b7b48b0,jus d'orange,173.0,200,27.0
ppf8hc,1037112f-6896-4926-934c-6587ac46a90c,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/1037112f-6896-4926-934c-6587ac46a90c,thé,282.0,250,32.0
ppf8hc,320b93f1-8b0b-42f3-84c6-2929825a090f,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/320b93f1-8b0b-42f3-84c6-2929825a090f,feuilletés sauce tomate,21.0,25,4.0
ppf8hc,ddb88e9f-bf1c-4010-9d5a-1181e9cbe810,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ddb88e9f-bf1c-4010-9d5a-1181e9cbe810,pomme de terre duchesse,97.0,90,7.0
ppf8hc,ddb88e9f-bf1c-4010-9d5a-1181e9cbe810,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ddb88e9f-bf1c-4010-9d5a-1181e9cbe810,poissons panés,132.0,90,42.0
